Player,Nation,Pos,Squad,Comp,Age,Born,90s,PassAtt,Live,Dead,FK,ThroughBalls,SideSwitch,Cross,Throw-Ins,Corners,InSwingCorner,OutSwingCorner,StraightCorner,PassesCmp,PassOffside,PassesBlocked
Tommaso Baldanzi,ITA,MF,Empoli,Serie A,19,2003,19.7,647,592,52,6,3,4,21,3,6,1,0,0,534,3,19
Alejandro Balde,ESP,DF,Barcelona,La Liga,18,2003,27.5,1670,1444,217,32,0,5,67,185,0,0,0,0,1482,9,19
Thierno Balde,FRA,"DF,MF",Troyes,Ligue 1,20,2002,23.9,931,758,173,15,4,2,37,156,2,2,0,0,763,0,19
Carlos Baleba,CMR,MF,Lille,Ligue 1,18,2004,5.3,300,294,5,5,0,3,1,0,0,0,0,0,249,1,9
Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,34,1988,1.3,69,57,11,0,0,0,3,11,0,0,0,0,49,1,0
Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,23,1999,29.3,1656,1607,48,36,2,8,6,6,0,0,0,0,1389,1,16
Dominic Ballard,ENG,"FW,MF",Southampton,Premier League,17,2005,0.3,7,5,2,0,0,0,0,1,0,0,0,0,5,0,0
Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,30,1992,35.9,1850,1406,430,24,1,2,105,406,0,0,0,0,1422,14,46
Fodé Ballo-Touré,SEN,DF,Milan,Serie A,25,1997,5.8,281,219,62,6,0,1,17,56,0,0,0,0,234,0,2
Folarin Balogun,USA,FW,Reims,Ligue 1,21,2001,33.3,582,520,55,1,4,3,23,3,0,0,0,0,408,7,21
Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,32,1990,15.2,721,651,70,17,2,0,19,53,0,0,0,0,619,0,10
Jonathan Bamba,CIV,FW,Lille,Ligue 1,26,1996,30.9,1405,1334,67,18,9,5,79,40,9,2,2,0,1125,4,56
Patrick Bamford,ENG,FW,Leeds United,Premier League,28,1993,16.8,333,294,38,0,1,0,5,1,0,0,0,0,229,1,10
Lameck Banda,ZAM,"FW,MF",Lecce,Serie A,21,2001,18.2,428,409,17,1,0,1,51,5,11,5,1,0,278,2,22
Filippo Bandinelli,ITA,MF,Empoli,Serie A,27,1995,25.1,1049,973,69,17,3,8,91,41,9,3,5,0,773,7,42
Léo Baptistão,BRA,"FW,MF",Almería,La Liga,29,1992,19.2,540,526,11,2,6,7,18,8,0,0,0,0,359,3,25
Shandon Baptiste,GRN,MF,Brentford,Premier League,24,1998,6.9,295,287,6,1,2,0,11,3,2,2,0,0,247,2,7
Antonín Barák,CZE,MF,Hellas Verona,Serie A,27,1994,0.3,14,13,1,0,0,0,1,0,0,0,0,0,11,0,0
Antonín Barák,CZE,MF,Fiorentina,Serie A,27,1994,20.0,719,689,28,6,5,6,14,7,0,0,0,0,590,2,16
Andrea Barberis,ITA,MF,Monza,Serie A,28,1993,3.8,166,157,9,6,0,0,4,1,2,0,2,0,140,0,2
Tommaso Barbieri,ITA,DF,Juventus,Serie A,19,2002,1.2,64,49,14,1,1,0,7,13,0,0,0,0,43,1,2
Bradley Barcola,FRA,"FW,MF",Lyon,Ligue 1,19,2002,16.0,466,460,3,0,0,1,21,3,0,0,0,0,324,3,17
Melvin Bard,FRA,DF,Nice,Ligue 1,21,2000,27.3,1505,1278,224,22,1,3,70,202,0,0,0,0,1201,3,46
Francesco Bardi,ITA,GK,Bologna,Serie A,30,1992,1.0,23,12,10,1,0,0,0,0,0,0,0,0,18,1,0
Keidi Bare,ALB,MF,Espanyol,La Liga,24,1997,5.6,267,260,7,3,0,2,6,0,1,1,0,0,221,0,6
Nicolò Barella,ITA,MF,Inter,Serie A,25,1997,29.0,1601,1566,29,13,6,16,84,8,6,0,2,0,1306,6,30
Kike Barja,ESP,"FW,MF",Osasuna,La Liga,25,1997,14.6,487,458,28,2,2,2,110,12,13,5,5,0,316,1,21
Ross Barkley,ENG,"MF,FW",Nice,Ligue 1,28,1993,10.7,497,441,55,13,1,2,46,4,38,19,14,0,391,1,11
Aymen Barkok,MAR,MF,Mainz 05,Bundesliga,24,1998,6.5,264,249,12,2,2,1,12,7,3,1,1,0,181,3,10
Harvey Barnes,ENG,"FW,MF",Leicester City,Premier League,24,1997,30.1,786,769,10,0,5,1,44,8,0,0,0,0,549,7,31
Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,22,2000,23.8,557,547,7,7,2,0,6,0,0,0,0,0,379,3,21
Enzo Barrenechea,ARG,MF,Juventus,Serie A,21,2001,1.8,115,111,4,3,0,0,0,1,0,0,0,0,98,0,5
Ander Barrenetxea,ESP,"FW,DF",Real Sociedad,La Liga,20,2001,9.8,376,343,32,5,1,1,13,25,2,0,0,0,288,1,19
Mickaël Barreto,FRA,MF,Ajaccio,Ligue 1,31,1991,14.7,695,607,83,46,2,4,76,12,24,9,11,0,481,5,14
Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,19,2003,8.0,450,438,9,7,1,5,6,2,0,0,0,0,368,3,12
Musa Barrow,GAM,"FW,MF",Bologna,Serie A,23,1998,21.8,806,701,94,17,5,17,103,13,50,30,18,0,583,11,22
Federico Baschirotto,ITA,DF,Lecce,Serie A,25,1996,37.0,1432,1312,113,66,1,22,14,41,0,0,0,0,1049,7,14
Toma Bašić,CRO,MF,Lazio,Serie A,25,1996,5.7,293,273,20,6,2,0,20,0,7,3,4,0,214,0,13
Alberto Basso,ITA,MF,Cremonese,Serie A,18,2004,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Gil Bastião Dias,POR,FW,Stuttgart,Bundesliga,25,1996,4.4,174,170,4,1,0,2,6,3,0,0,0,0,120,0,14
Alessandro Bastoni,ITA,DF,Inter,Serie A,23,1999,24.0,1671,1510,152,53,2,24,49,77,0,0,0,0,1384,9,24
Simone Bastoni,ITA,"MF,DF",Spezia,Serie A,25,1996,13.2,596,481,114,23,2,5,103,43,48,26,16,0,367,1,38
Rodrigo Battaglia,ARG,MF,Mallorca,La Liga,31,1991,7.6,232,224,6,6,0,2,1,0,0,0,0,0,185,2,4
Maximilian Bauer,GER,DF,Augsburg,Bundesliga,22,2000,20.5,758,722,34,28,0,7,2,6,0,0,0,0,551,2,11
Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,32,1990,34.0,1417,1081,332,83,0,6,0,0,0,0,0,0,1068,4,1
Timo Baumgartl,GER,DF,Union Berlin,Bundesliga,26,1996,6.2,316,301,15,13,0,3,6,0,0,0,0,0,257,0,2
Julian Baumgartlinger,AUT,MF,Augsburg,Bundesliga,34,1988,6.2,228,219,9,4,0,2,2,1,0,0,0,0,189,0,2
Christoph Baumgartner,AUT,"MF,FW",Hoffenheim,Bundesliga,22,1999,28.5,915,850,56,10,4,9,29,31,1,0,0,0,610,9,42
Cyrille Bayala,BFA,MF,Ajaccio,Ligue 1,26,1996,22.3,654,615,35,1,5,0,44,34,0,0,0,0,399,4,32
Brian Bayeye,COD,DF,Torino,Serie A,22,2000,0.7,50,38,12,0,0,0,2,12,0,0,0,0,30,0,6
Noah Joel Sarenren Bazee,NGA,"MF,FW",Augsburg,Bundesliga,25,1996,0.2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
Gavin Bazunu,IRL,GK,Southampton,Premier League,20,2002,32.0,1178,847,325,88,0,1,0,0,0,0,0,0,718,6,0
Bebé,CPV,FW,Rayo Vallecano,La Liga,32,1990,0.7,38,26,11,6,0,2,16,2,3,2,0,0,21,1,2
Ihlas Bebou,TOG,"FW,DF",Hoffenheim,Bundesliga,28,1994,15.7,369,336,30,0,0,2,11,21,0,0,0,0,246,3,12
Rodrigo Becão,BRA,DF,Udinese,Serie A,26,1996,27.6,1400,1181,216,68,1,10,19,148,0,0,0,0,1089,3,31
Mads Bech Sørensen,DEN,"DF,MF",Brentford,Premier League,23,1999,0.2,11,7,4,0,0,0,0,4,0,0,0,0,7,0,0
Julius Beck,DEN,MF,Spezia,Serie A,17,2005,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Sheraldo Becker,SUR,FW,Union Berlin,Bundesliga,27,1995,28.4,652,631,17,3,1,1,139,10,2,0,0,0,387,4,44
Jan Bednarek,POL,DF,Southampton,Premier League,26,1996,18.6,902,849,52,35,0,3,1,12,0,0,0,0,753,1,8
Jan Bednarek,POL,DF,Aston Villa,Premier League,26,1996,1.1,66,64,2,2,0,0,0,0,0,0,0,0,60,0,1
Donny van de Beek,NED,MF,Manchester Utd,Premier League,25,1997,1.9,61,56,3,0,0,0,0,0,1,0,0,0,46,2,4
Asmir Begović,BIH,GK,Everton,Premier League,35,1987,1.0,30,21,9,1,0,0,0,0,0,0,0,0,21,0,0
Yanis Begraoui,MAR,"FW,MF",Toulouse,Ligue 1,21,2001,0.7,19,17,2,0,0,0,0,0,0,0,0,0,14,0,0
Kevin Behrens,GER,FW,Union Berlin,Bundesliga,31,1991,17.1,483,471,8,0,2,0,8,3,0,0,0,0,283,4,11
Alexis Beka Beka,FRA,"MF,DF",Nice,Ligue 1,21,2001,6.1,303,288,15,2,0,2,17,9,4,2,0,0,236,0,5
Jérémie Bela,ANG,"DF,MF",Clermont Foot,Ligue 1,29,1993,8.3,260,221,39,1,0,1,34,32,5,1,4,0,174,0,18
Reda Belahyane,MAR,MF,Nice,Ligue 1,18,2004,2.0,114,113,1,0,0,1,0,1,0,0,0,0,103,0,2
Youcef Belaïli,ALG,"MF,FW",Ajaccio,Ligue 1,30,1992,12.8,458,397,56,22,5,2,42,12,15,4,6,0,328,5,13
Youcef Belaïli,ALG,"FW,MF",Brest,Ligue 1,30,1992,4.0,158,136,22,7,1,7,21,1,14,10,4,0,114,0,7
Haris Belkebla,ALG,MF,Brest,Ligue 1,28,1994,29.5,1222,1188,30,20,1,11,11,3,0,0,0,0,1033,4,28
Stefan Bell,GER,DF,Mainz 05,Bundesliga,30,1991,26.6,1248,1207,34,32,1,5,15,2,0,0,0,0,945,7,13
Armel Bella Kotchap,GER,DF,Southampton,Premier League,20,2001,20.9,937,908,28,21,1,9,4,5,0,0,0,0,749,1,12
Raoul Bellanova,ITA,DF,Inter,Serie A,22,2000,5.5,306,274,32,0,0,4,32,32,0,0,0,0,238,0,8
Karim Bellarabi,GER,"FW,MF",Leverkusen,Bundesliga,32,1990,0.9,57,56,1,0,0,0,8,1,0,0,0,0,37,0,1
Jean-Ricner Bellegarde,FRA,"MF,FW",Strasbourg,Ligue 1,24,1998,26.9,1242,1114,122,33,6,7,123,23,61,18,35,0,952,6,21
Héctor Bellerín,ESP,DF,Barcelona,La Liga,27,1995,1.6,96,82,13,1,1,0,3,12,0,0,0,0,77,1,3
Jude Bellingham,ENG,MF,Dortmund,Bundesliga,19,2003,29.9,1643,1583,55,34,9,30,33,17,1,0,0,0,1342,5,37
Jeanuël Belocian,FRA,DF,Rennes,Ligue 1,17,2005,5.6,308,278,30,3,0,1,3,27,0,0,0,0,274,0,4
Andrea Belotti,ITA,FW,Roma,Serie A,28,1993,12.7,258,241,13,1,1,1,6,3,0,0,0,0,171,4,14
Fran Beltrán,ESP,MF,Celta Vigo,La Liga,23,1999,31.7,1816,1667,147,88,0,12,51,8,38,18,14,1,1604,2,19
Eliesse Ben Seghir,MAR,"FW,MF",Monaco,Ligue 1,17,2005,11.7,436,417,19,1,5,3,7,2,3,2,1,0,342,0,13
Salim Ben Seghir,FRA,MF,Marseille,Ligue 1,19,2003,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Wissam Ben Yedder,FRA,FW,Monaco,Ligue 1,31,1990,23.5,605,548,53,1,1,1,17,2,0,0,0,0,449,4,20
Marco Benassi,ITA,DF,Fiorentina,Serie A,27,1994,1.0,105,94,11,5,0,4,7,6,0,0,0,0,91,0,1
Marco Benassi,ITA,MF,Cremonese,Serie A,27,1994,11.1,344,301,41,6,1,2,24,5,13,3,8,0,248,2,14
Iker Benito,ESP,"FW,MF",Osasuna,La Liga,19,2002,2.0,42,41,1,0,0,1,6,1,0,0,0,0,31,0,1
Ismaël Bennacer,ALG,MF,Milan,Serie A,24,1997,22.3,1423,1309,112,54,4,11,79,5,51,19,27,0,1219,2,16
Saïd Benrahma,ALG,"FW,MF",West Ham,Premier League,26,1995,23.0,796,771,20,1,5,2,83,8,4,4,0,0,597,5,29
Ramy Bensebaini,ALG,DF,Gladbach,Bundesliga,27,1995,27.6,1525,1223,293,48,10,4,31,244,0,0,0,0,1192,9,37
Nabil Bentaleb,ALG,MF,Angers,Ligue 1,27,1994,27.7,1853,1660,185,123,7,20,96,1,61,49,11,0,1512,8,22
Rodrigo Bentancur,URU,MF,Tottenham,Premier League,25,1997,16.7,880,852,25,11,3,3,16,4,1,0,0,0,738,3,19
Daniel Bentley,ENG,GK,Wolves,Premier League,29,1993,2.0,80,52,28,5,0,0,0,0,0,0,0,0,61,0,0
Karim Benzema,FRA,FW,Real Madrid,La Liga,34,1987,22.6,1070,1012,52,4,9,7,3,4,9,0,0,0,924,6,25
Domenico Berardi,ITA,FW,Sassuolo,Serie A,27,1994,20.7,909,831,76,21,6,39,83,12,43,25,6,0,614,2,30
Yuri Berchiche,ESP,DF,Athletic Club,La Liga,32,1990,26.7,1580,1263,311,44,2,22,66,267,0,0,0,0,1304,6,34
Álex Berenguer,ESP,FW,Athletic Club,La Liga,27,1995,25.5,955,792,151,35,0,2,162,15,100,36,32,1,630,12,31
Bartosz Bereszyński,POL,DF,Sampdoria,Serie A,30,1992,13.3,644,480,161,28,0,1,31,133,0,0,0,0,471,3,19
Bartosz Bereszyński,POL,DF,Napoli,Serie A,30,1992,1.8,105,84,21,1,0,2,0,20,0,0,0,0,87,0,3
Patrick Berg,NOR,"MF,FW",Lens,Ligue 1,24,1997,0.3,20,20,0,0,0,0,0,0,0,0,0,0,17,0,1
Mitchell van Bergen,NED,"FW,DF",Reims,Ligue 1,22,1999,10.1,303,270,33,10,1,0,59,5,15,5,8,0,205,0,11
Mergim Berisha,GER,FW,Augsburg,Bundesliga,24,1998,18.7,342,267,73,18,1,1,77,0,34,18,16,0,161,2,18
Quentin Bernard,FRA,DF,Auxerre,Ligue 1,33,1989,7.0,417,345,69,12,0,4,14,57,0,0,0,0,324,3,8
Paul Bernardoni,FRA,GK,Angers,Ligue 1,25,1997,27.0,667,416,248,63,0,0,0,0,0,0,0,0,438,3,1
Juan Bernat,ESP,"DF,MF",Paris S-G,Ligue 1,29,1993,18.3,1049,950,98,10,0,2,16,88,0,0,0,0,969,1,12
Victor Bernth Kristiansen,DEN,DF,Leicester City,Premier League,19,2002,9.9,496,376,117,6,1,0,29,100,11,6,4,0,327,3,16
Jason Berthomier,FRA,MF,Clermont Foot,Ligue 1,32,1990,0.3,19,17,2,1,0,0,0,0,1,0,0,0,19,0,0
Marco Bertini,ITA,MF,Lazio,Serie A,19,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beto,GNB,FW,Udinese,Serie A,24,1998,23.7,299,289,9,0,0,0,9,0,0,0,0,0,190,1,11
Owen Bevan,WAL,DF,Bournemouth,Premier League,18,2003,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1
Matteo Bianchetti,ITA,DF,Cremonese,Serie A,29,1993,23.7,935,870,61,44,0,2,3,1,0,0,0,0,729,4,8
Alessandro Bianco,ITA,MF,Fiorentina,Serie A,19,2002,1.7,78,76,2,2,0,3,1,0,0,0,0,0,67,0,0
Giulian Biancone,FRA,DF,Nott'ham Forest,Premier League,22,2000,0.2,21,19,2,0,0,0,1,2,0,0,0,0,15,0,0
Ermin Bičakčić,BIH,DF,Hoffenheim,Bundesliga,32,1990,2.9,96,91,5,2,0,1,1,2,0,0,0,0,68,0,1
Pedro Bigas,ESP,DF,Elche,La Liga,31,1990,22.4,1053,976,68,52,0,18,5,13,0,0,0,0,843,9,10
Jaka Bijol,SVN,DF,Udinese,Serie A,23,1999,30.3,1381,1341,35,28,4,13,1,1,0,0,0,0,1170,5,5
El Bilal Touré,MLI,FW,Almería,La Liga,20,2001,14.0,258,231,25,0,0,0,4,0,0,0,0,0,183,2,8
El Bilal Touré,MLI,FW,Reims,Ligue 1,20,2001,1.0,20,16,4,0,0,0,0,0,0,0,0,0,16,0,1
Philip Billing,DEN,"MF,FW",Bournemouth,Premier League,26,1996,30.7,1055,1009,43,20,5,10,38,6,10,5,1,0,813,3,32
Jean-Claude Billong,CMR,MF,Clermont Foot,Ligue 1,28,1993,0.3,34,33,1,1,0,0,1,0,0,0,0,0,33,0,0
Cristiano Biraghi,ITA,DF,Fiorentina,Serie A,29,1992,28.3,1994,1440,548,94,0,27,300,292,162,71,63,0,1433,6,37
Samuele Birindelli,ITA,DF,Monza,Serie A,23,1999,15.6,777,659,118,4,0,5,70,114,0,0,0,0,572,0,15
Veljko Birmančević,SRB,"FW,MF",Toulouse,Ligue 1,24,1998,4.9,161,152,5,1,0,2,5,3,1,0,0,0,107,4,5
Tom Bischof,GER,"MF,FW",Hoffenheim,Bundesliga,17,2005,3.5,121,116,5,2,1,0,7,1,2,2,0,0,84,0,6
Yves Bissouma,MLI,MF,Tottenham,Premier League,25,1996,11.2,733,714,16,11,1,5,2,1,0,0,0,0,666,3,12
Kristijan Bistrović,CRO,MF,Lecce,Serie A,24,1998,5.1,140,119,21,11,0,3,21,0,7,3,3,0,101,0,6
Leonardo Bittencourt,GER,"MF,DF",Werder Bremen,Bundesliga,28,1993,18.1,792,756,35,3,2,6,49,31,1,1,0,0,579,1,28
Marco Bizot,NED,GK,Brest,Ligue 1,31,1991,37.0,1096,717,378,89,0,1,0,0,0,0,0,0,799,1,0
Antonio Blanco,ESP,MF,Cádiz,La Liga,22,2000,1.8,61,61,0,0,0,1,0,0,0,0,0,0,57,0,0
Lautaro Blanco,ARG,"DF,MF",Elche,La Liga,23,1999,9.7,416,331,83,2,0,3,86,80,1,0,0,1,235,2,17
Rubén Blanco,ESP,GK,Marseille,Ligue 1,27,1995,5.5,206,160,46,5,0,0,0,0,0,0,0,0,166,0,0
Ludovic Blas,FRA,"MF,FW",Nantes,Ligue 1,24,1997,31.3,1186,1048,131,51,3,25,128,16,50,28,19,0,933,7,20
Janis Blaswich,GER,GK,RB Leipzig,Bundesliga,31,1991,26.0,1142,951,190,34,0,1,0,0,0,0,0,0,988,1,2
Miha Blažič,SVN,DF,Angers,Ligue 1,29,1993,22.0,1182,1129,52,48,1,5,1,3,0,0,0,0,1034,1,1
Joaquín Blázquez,ARG,GK,Brest,Ligue 1,21,2001,1.0,29,13,16,5,0,1,0,0,0,0,0,0,21,0,1
Alexis Blin,FRA,MF,Lecce,Serie A,25,1996,26.4,963,903,59,15,1,11,28,20,2,1,0,0,766,1,16
Daley Blind,NED,"DF,MF",Bayern Munich,Bundesliga,32,1990,1.5,100,92,7,6,0,1,1,1,0,0,0,0,87,1,1
Myron Boadu,NED,FW,Monaco,Ligue 1,21,2001,3.3,57,54,3,0,0,0,1,0,0,0,0,0,39,0,2
Jérôme Boateng,GER,DF,Lyon,Ligue 1,33,1988,4.8,223,217,6,5,1,1,1,0,0,0,0,0,179,0,1
Kevin-Prince Boateng,GHA,MF,Hertha BSC,Bundesliga,35,1987,5.2,252,224,27,9,1,0,7,10,0,0,0,0,185,1,1
Antonin Bobichon,FRA,MF,Angers,Ligue 1,26,1995,0.2,20,19,1,0,1,0,2,0,1,1,0,0,12,0,2
Jean-Paul Boëtius,NED,MF,Hertha BSC,Bundesliga,28,1994,11.7,421,390,26,19,4,7,5,0,0,0,0,0,303,5,7
Jeremie Boga,CIV,"MF,FW",Atalanta,Serie A,25,1997,8.7,475,431,43,8,3,3,55,6,29,14,10,0,381,1,8
Emil Bohinen,NOR,MF,Salernitana,Serie A,23,1999,9.2,479,459,19,17,0,3,3,0,2,0,2,0,404,1,12
Quentin Boisgard,FRA,MF,Lorient,Ligue 1,25,1997,2.0,98,91,7,1,0,0,8,0,5,3,2,0,79,0,2
Willy Boly,CIV,DF,Nott'ham Forest,Premier League,31,1991,7.6,258,254,4,3,0,0,0,1,0,0,0,0,194,0,3
Giacomo Bonaventura,ITA,MF,Fiorentina,Serie A,32,1989,21.2,916,864,51,27,4,6,48,5,8,0,5,0,754,1,24
Federico Bonazzoli,ITA,"FW,MF",Salernitana,Serie A,25,1997,12.4,354,325,28,3,3,13,4,0,0,0,0,0,264,1,14
Warren Bondo,FRA,MF,Monza,Serie A,18,2003,0.7,51,48,3,2,0,0,0,1,0,0,0,0,45,0,1
Theo Bongonda,COD,"MF,FW",Cádiz,La Liga,26,1995,21.5,489,437,48,17,2,2,68,7,24,11,3,0,329,4,18
Kevin Bonifazi,ITA,DF,Bologna,Serie A,26,1996,10.0,722,702,19,17,2,5,2,1,0,0,0,0,643,1,1
Leonardo Bonucci,ITA,DF,Juventus,Serie A,35,1987,9.8,580,539,40,13,1,6,0,1,0,0,0,0,508,1,2
Neto Borges,BRA,DF,Clermont Foot,Ligue 1,25,1996,31.5,1496,1208,284,21,4,1,84,256,0,0,0,0,1163,4,40
Yvandro Borges Sanches,LUX,"FW,MF",Gladbach,Bundesliga,18,2004,0.3,9,8,1,0,0,0,2,0,0,0,0,0,8,0,0
Sebastiaan Bornauw,BEL,DF,Wolfsburg,Bundesliga,23,1999,21.4,1234,1177,57,34,0,4,3,8,0,0,0,0,1062,0,14
Rafael Borré,COL,"MF,FW",Eint Frankfurt,Bundesliga,26,1995,12.0,422,402,17,2,2,1,22,4,2,0,0,0,294,3,15
Erik Botheim,NOR,"MF,FW",Salernitana,Serie A,22,2000,9.6,231,226,4,0,1,0,5,1,0,0,0,0,165,1,9
Sven Botman,NED,DF,Newcastle Utd,Premier League,22,2000,34.7,1765,1717,42,32,0,30,1,4,0,0,0,0,1527,6,7
Kenji-Van Boto,MAD,DF,Auxerre,Ligue 1,26,1996,2.0,69,55,14,2,0,0,4,12,0,0,0,0,48,0,3
Kouamé Botué,BFA,"FW,MF",Ajaccio,Ligue 1,19,2002,2.5,47,47,0,0,0,0,0,0,0,0,0,0,33,0,1
Badredine Bouanani,ALG,"FW,MF",Nice,Ligue 1,17,2004,9.6,378,352,25,6,6,5,47,6,13,6,2,0,288,1,12
Hicham Boudaoui,ALG,MF,Nice,Ligue 1,22,1999,20.8,1226,1199,25,23,5,0,23,1,1,0,0,0,1081,2,26
Franci Bouebari,FRA,DF,Strasbourg,Ligue 1,18,2003,0.8,23,15,8,0,0,0,1,8,0,0,0,0,13,0,1
Sofiane Boufal,MAR,"FW,MF",Angers,Ligue 1,28,1993,9.3,487,446,39,11,4,6,37,10,16,10,0,0,370,2,13
Yassine Bounou,MAR,GK,Sevilla,La Liga,31,1991,23.9,949,735,212,50,0,2,0,0,0,0,0,0,717,2,0
Ismaël Boura,COM,"DF,FW",Lens,Ligue 1,21,2000,1.0,64,58,6,0,0,0,7,6,0,0,0,0,47,0,2
Mehdi Bourabia,MAR,MF,Spezia,Serie A,30,1991,30.8,1282,1208,66,29,5,4,64,7,30,21,4,0,981,8,38
Benjamin Bourigeaud,FRA,"MF,FW",Rennes,Ligue 1,28,1994,34.1,2007,1766,230,63,13,23,231,39,128,45,64,0,1505,11,40
Edoardo Bove,ITA,MF,Roma,Serie A,20,2002,11.0,406,373,33,8,2,2,9,16,4,1,1,0,309,0,12
Jarrod Bowen,ENG,"FW,MF",West Ham,Premier League,25,1996,35.9,881,768,109,11,6,4,159,3,90,85,0,0,552,4,58
Lucas Boyé,ARG,FW,Elche,La Liga,26,1996,27.4,650,591,55,1,2,7,15,0,0,0,0,0,510,4,30
Jayden Braaf,NED,"MF,FW",Hellas Verona,Serie A,19,2002,3.2,78,76,1,1,0,0,5,0,0,0,0,0,60,1,6
Domagoj Bradarić,CRO,DF,Salernitana,Serie A,22,1999,25.0,1155,898,254,37,0,6,68,212,5,1,1,0,857,3,28
Bilal Brahimi,ALG,"FW,MF",Nice,Ligue 1,22,2000,8.9,389,355,34,6,1,3,76,15,10,5,2,0,280,0,17
Martin Braithwaite,DEN,"FW,MF",Espanyol,La Liga,31,1991,27.3,446,427,17,0,3,2,20,0,0,0,0,0,294,2,21
Julian Brandt,GER,"MF,FW",Dortmund,Bundesliga,26,1996,26.6,1368,1210,153,22,6,18,165,14,114,36,57,3,1053,5,33
Darko Brašanac,SRB,MF,Osasuna,La Liga,30,1992,11.6,376,351,23,8,0,0,7,2,0,0,0,0,306,2,10
Lilian Brassier,FRA,DF,Brest,Ligue 1,22,1999,34.4,1634,1453,173,73,1,16,33,100,0,0,0,0,1257,8,23
Claudio Bravo,CHI,GK,Betis,La Liga,39,1983,12.0,392,241,148,47,0,2,0,0,0,0,0,0,232,3,0
Fabian Bredlow,GER,GK,Stuttgart,Bundesliga,27,1995,15.0,595,478,116,25,0,0,0,0,0,0,0,0,510,1,0
James Bree,ENG,DF,Southampton,Premier League,24,1997,4.1,178,150,28,2,0,1,13,26,0,0,0,0,133,0,4
Josip Brekalo,CRO,"FW,MF",Fiorentina,Serie A,24,1998,2.5,100,98,2,0,0,1,10,1,1,1,0,0,76,0,4
Josip Brekalo,CRO,"MF,FW",Wolfsburg,Bundesliga,24,1998,3.0,148,132,16,4,0,3,13,5,4,4,0,0,103,0,9
Gleison Bremer,BRA,DF,Juventus,Serie A,25,1997,29.3,1668,1607,59,22,0,8,0,3,0,0,0,0,1503,2,10
Armando Broja,ALB,FW,Chelsea,Premier League,20,2001,3.3,53,51,2,0,0,1,0,0,0,0,0,0,33,0,0
Dylan Bronn,TUN,DF,Salernitana,Serie A,27,1995,18.7,1007,942,59,37,1,13,7,22,0,0,0,0,855,6,9
David Brooks,WAL,"FW,MF",Bournemouth,Premier League,25,1997,1.9,63,61,2,0,0,0,6,0,2,1,1,0,46,0,3
John Brooks,USA,DF,Hoffenheim,Bundesliga,29,1993,15.0,773,725,45,39,0,7,0,1,0,0,0,0,624,3,6
Moritz Broschinski,GER,"FW,MF",Bochum,Bundesliga,21,2000,2.4,50,49,1,0,0,0,3,0,0,0,0,0,29,0,2
Marcelo Brozović,CRO,MF,Inter,Serie A,29,1992,19.7,1502,1405,94,60,3,13,45,8,26,11,10,0,1318,3,13
Cédric Brunner,SUI,DF,Schalke 04,Bundesliga,28,1994,25.7,1158,886,269,19,1,2,61,250,0,0,0,0,779,3,30
Lewis Brunt,ENG,DF,Leicester City,Premier League,21,2000,0.3,21,16,5,0,0,0,0,5,0,0,0,0,17,0,1
Jacob Bruun Larsen,DEN,FW,Hoffenheim,Bundesliga,23,1998,3.6,88,81,6,1,0,0,4,0,0,0,0,0,62,1,3
Andreas Bruus,DEN,"DF,FW",Troyes,Ligue 1,23,1999,18.1,637,515,121,11,0,1,67,100,10,7,2,0,445,1,24
Joe Bryan,ENG,"MF,DF",Nice,Ligue 1,28,1993,2.0,101,86,15,0,0,0,3,15,0,0,0,0,80,0,3
Lee Buchanan,ENG,"DF,FW",Werder Bremen,Bundesliga,21,2001,5.2,267,228,39,1,1,3,18,38,0,0,0,0,179,0,4
Ante Budimir,CRO,FW,Osasuna,La Liga,31,1991,20.0,315,300,15,0,1,0,3,2,0,0,0,0,194,0,7
Emi Buendía,ARG,"MF,FW",Aston Villa,Premier League,25,1996,26.8,1020,954,63,7,11,7,18,7,5,2,0,1,787,3,38
Hugo Bueno,ESP,DF,Wolves,Premier League,19,2002,14.6,679,536,140,9,0,0,60,113,18,2,16,0,547,3,21
Manu Bueno,ESP,MF,Sevilla,La Liga,18,2004,1.7,66,64,2,2,1,1,0,0,0,0,0,0,52,0,2
Santiago Bueno,URU,DF,Girona,La Liga,23,1998,33.4,1823,1732,87,70,1,25,4,17,0,0,0,0,1576,4,15
Adam Buksa,POL,"FW,MF",Lens,Ligue 1,26,1996,1.1,24,23,1,0,0,0,1,0,0,0,0,0,15,0,0
